Marial Status,Application mode,Application order,Course,Daytime/Evening,Pre Qual,Pre Qual (grade),Nationality,Mom's Qual,Dad's Qual,Mom's Occupation,Dad's Occupation,Admission grade,Displaced,Tuition fees up to date,Gender,Scholarship,Enroll Age,International,1st - credited,1st - enrolled,1st - evaluations,1st - approved,1st - grade,1st - no evaluations,2nd - credited,2nd - enrolled,2nd - evaluations,2nd - approved,2nd - grade,2nd - no evaluations,Target,1st_approval_rate,1st_evaluation_rate,1st_avg_grade,2nd_approval_rate,2nd_evaluation_rate,2nd_avg_grade,delta_approval_rate,delta_avg_grade,age_group
1,0,5,1,1,0,126.0,0,2,2,1,1,121.1,0,1,0,0,18,0,0,6,6,4,12.75,0,0,5,5,0,0.0,0,Dropout,0.6666666666666666,1.0,2.125,0.0,1.0,0.0,-0.6666666666666666,-2.125,0
1,0,2,3,1,0,133.0,0,2,0,1,3,120.4,1,1,0,0,22,0,0,5,5,5,14.8,0,0,5,5,5,15.8,0,Graduate,1.0,1.0,2.96,1.0,1.0,3.16,0.0,0.20000000000000018,1
1,0,6,4,1,0,103.0,0,1,2,1,1,100.6,1,1,0,0,22,0,0,7,9,5,13.928,0,0,8,9,7,14.342857142857142,0,Graduate,0.7142857142857143,1.2857142857142858,1.5475555555555556,0.875,1.125,1.5936507936507935,0.1607142857142857,0.04609523809523797,1
1,0,1,1,1,0,120.0,0,1,0,2,2,121.4,0,0,0,0,20,0,0,6,7,4,13.0,0,0,6,7,5,13.8,0,Dropout,0.6666666666666666,1.1666666666666667,1.8571428571428572,0.8333333333333334,1.1666666666666667,1.9714285714285715,0.16666666666666674,0.11428571428571432,0
1,2,1,3,0,0,133.1,0,0,0,3,3,109.7,0,1,0,0,29,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Dropout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1,0,1,3,0,0,154.0,0,0,0,2,2,134.1,0,1,0,0,24,0,0,5,9,2,11.5,0,0,5,11,3,14.333333333333334,1,Enrolled,0.4,1.8,1.2777777777777777,0.6,2.2,1.303030303030303,0.19999999999999996,0.025252525252525304,1
1,0,2,5,1,0,130.0,0,0,0,3,3,127.6,1,1,0,0,18,0,0,6,6,6,11.666666666666666,0,0,6,8,5,13.2,0,Graduate,1.0,1.0,1.9444444444444444,0.8333333333333334,1.3333333333333333,1.65,-0.16666666666666663,-0.2944444444444445,0
1,0,6,4,1,0,132.0,0,0,0,3,3,132.4,1,1,0,1,22,0,0,7,8,6,13.516666666666666,0,0,8,9,7,13.771428571428572,0,Graduate,0.8571428571428571,1.1428571428571428,1.6895833333333332,0.875,1.125,1.5301587301587303,0.017857142857142905,-0.15942460317460294,1
1,2,1,5,0,1,130.0,0,1,0,3,3,133.4,0,1,0,1,21,0,3,6,6,6,11.5,0,2,6,7,6,13.285714285714286,0,Graduate,1.0,1.0,1.9166666666666667,1.0,1.1666666666666667,1.8979591836734695,0.0,-0.018707482993197244,1
1,0,1,5,1,0,139.0,0,0,0,3,3,126.1,0,1,0,1,19,0,0,6,7,5,12.333333333333334,0,0,6,7,6,12.833333333333334,0,Graduate,0.8333333333333334,1.1666666666666667,1.761904761904762,1.0,1.1666666666666667,1.8333333333333335,0.16666666666666663,0.0714285714285714,0
1,2,1,3,1,0,130.0,0,0,0,3,3,113.5,0,1,0,1,24,0,0,6,6,6,13.666666666666666,0,0,6,6,6,14.166666666666666,0,Graduate,1.0,1.0,2.2777777777777777,1.0,1.0,2.361111111111111,0.0,0.08333333333333348,1
1,0,1,4,1,0,139.0,0,0,0,3,3,121.3,1,1,0,1,19,0,0,8,10,6,11.833333333333334,0,0,8,10,6,11.833333333333334,0,Enrolled,0.75,1.25,1.1833333333333333,0.75,1.25,1.1833333333333333,0.0,0.0,0
1,0,1,1,1,0,127.0,0,1,0,3,3,121.8,1,1,0,1,20,0,0,6,11,4,14.0,0,0,6,12,3,11.0,0,Enrolled,0.6666666666666666,1.8333333333333333,1.2727272727272727,0.5,2.0,0.9166666666666666,-0.16666666666666663,-0.3560606060606061,0
1,0,3,2,1,0,167.0,0,0,0,0,0,159.3,0,1,0,0,19,0,0,5,7,5,14.714285714285714,0,0,5,5,5,15.8,0,Graduate,1.0,1.4,2.1020408163265305,1.0,1.0,3.16,0.0,1.0579591836734696,0
1,2,1,3,0,0,130.0,0,0,0,3,3,120.0,0,1,0,0,27,0,0,5,12,5,10.6,0,0,5,10,5,11.0,0,Dropout,1.0,2.4,0.8833333333333333,1.0,2.0,1.1,0.0,0.21666666666666679,2
1,0,1,4,1,0,130.0,0,1,0,2,2,129.1,1,1,0,0,18,0,0,7,9,7,13.044444444444444,0,0,8,10,8,13.595,0,Graduate,1.0,1.2857142857142858,1.4493827160493826,1.0,1.25,1.3595000000000002,0.0,-0.08988271604938247,0
0,2,1,3,1,1,130.0,0,1,2,2,1,130.0,0,1,0,0,39,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,Dropout,0.0,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,3
1,2,1,2,1,1,129.0,0,2,2,1,1,155.3,1,1,0,0,27,0,0,6,9,5,13.0,0,5,11,13,10,12.9,0,Dropout,0.8333333333333334,1.5,1.4444444444444444,0.9090909090909091,1.1818181818181819,0.9923076923076923,0.07575757575757569,-0.4521367521367521,2
1,0,1,4,1,0,141.0,0,0,0,3,4,139.8,1,1,0,0,18,0,0,8,8,8,14.935,0,0,8,8,8,14.935,0,Graduate,1.0,1.0,1.866875,1.0,1.0,1.866875,0.0,0.0,0
1,0,3,1,1,0,125.0,0,0,0,2,3,115.2,1,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Enrolled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,2,4,1,0,125.0,0,0,0,3,3,114.9,0,1,0,0,18,0,0,7,8,6,13.133333333333333,0,0,8,12,7,12.221428571428572,0,Graduate,0.8571428571428571,1.1428571428571428,1.6416666666666666,0.875,1.5,1.0184523809523809,0.017857142857142905,-0.6232142857142857,0
1,2,1,5,1,1,130.0,0,0,1,3,3,131.9,0,1,0,1,21,0,3,6,7,6,12.0,0,2,6,7,6,12.0,0,Graduate,1.0,1.1666666666666667,1.7142857142857142,1.0,1.1666666666666667,1.7142857142857142,0.0,0.0,1
1,0,3,1,1,0,133.0,0,1,0,2,3,126.0,1,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Enrolled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,1,1,1,0,127.0,0,1,1,1,2,130.2,1,1,1,0,19,0,0,6,6,5,11.4,0,0,6,8,1,10.0,0,Enrolled,0.8333333333333334,1.0,1.9000000000000001,0.16666666666666666,1.3333333333333333,1.25,-0.6666666666666667,-0.6500000000000001,0
1,3,1,1,1,0,116.0,0,1,1,1,1,120.9,0,1,1,0,24,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,Enrolled,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0,3,1,4,1,0,133.1,0,1,1,2,2,126.0,1,1,1,0,29,0,2,7,10,5,11.9,0,1,8,10,5,11.0,0,Dropout,0.7142857142857143,1.4285714285714286,1.19,0.625,1.25,1.1,-0.0892857142857143,-0.08999999999999986,2
1,0,3,1,1,0,139.0,0,0,0,2,1,128.2,1,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2,1,2,1,1,130.0,0,0,0,3,3,130.0,1,1,1,0,23,0,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,Graduate,1.0,1.3333333333333333,1.5714285714285714,1.0,1.1666666666666667,1.7755102040816326,0.0,0.20408163265306123,1
1,0,3,3,1,0,125.0,0,1,0,3,3,120.1,0,1,1,0,19,0,0,5,8,5,11.2,0,0,5,10,4,10.75,3,Dropout,1.0,1.6,1.4,0.8,2.0,1.075,-0.19999999999999996,-0.32499999999999996,0
1,2,1,3,1,0,160.0,0,0,0,3,4,100.0,0,1,1,0,26,0,0,6,7,6,12.0,0,0,6,8,5,10.8,0,Enrolled,1.0,1.1666666666666667,1.7142857142857142,0.8333333333333334,1.3333333333333333,1.35,-0.16666666666666663,-0.3642857142857141,2
1,0,1,3,1,0,148.0,0,0,0,2,2,134.0,0,1,1,0,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,Enrolled,0.0,1.8,0.0,0.0,1.0,0.0,0.0,0.0,0
1,0,1,4,1,0,150.0,0,0,0,3,2,130.8,0,1,1,0,24,0,0,7,8,7,11.975,0,0,8,8,8,13.75,0,Graduate,1.0,1.1428571428571428,1.496875,1.0,1.0,1.71875,0.0,0.22187500000000004,1
1,0,1,1,1,0,141.0,0,0,0,2,4,135.8,1,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0,4,3,1,0,118.0,0,0,0,2,3,111.7,1,1,1,0,18,0,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,Dropout,0.5,2.0,0.9722222222222222,0.16666666666666666,2.0,1.0,-0.33333333333333337,0.02777777777777779,0
1,0,2,1,1,0,142.0,0,0,0,3,3,132.9,1,1,1,0,18,0,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,Graduate,1.0,1.3333333333333333,1.5416666666666667,0.5,1.8333333333333333,1.1212121212121213,-0.5,-0.4204545454545454,0
1,0,3,3,1,0,120.0,0,0,0,2,3,115.5,1,1,1,0,18,0,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,Dropout,0.6,1.6,1.2916666666666667,0.6,2.2,0.987012987012987,0.0,-0.30465367965367973,0
1,0,4,3,1,0,106.0,0,0,0,3,3,106.0,1,1,1,1,21,0,0,6,8,4,10.5,0,0,6,11,1,11.0,0,Dropout,0.6666666666666666,1.3333333333333333,1.3125,0.16666666666666666,1.8333333333333333,1.0,-0.5,-0.3125,1
1,0,4,1,1,0,121.0,0,1,0,3,3,120.3,1,1,1,1,19,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,Graduate,1.0,1.0,2.2777777777777777,1.0,1.0,2.2222222222222223,0.0,-0.05555555555555536,0
1,0,4,4,1,0,150.0,0,0,0,3,3,130.8,0,1,1,1,22,0,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,Graduate,1.0,1.0,2.120408163265306,1.0,1.125,1.6728395061728394,0.0,-0.4475686570924666,1
0,2,1,5,0,0,120.0,0,0,0,3,3,117.0,0,1,1,0,33,0,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,Graduate,1.0,1.3333333333333333,1.5,1.0,1.0,1.9444444444444444,0.0,0.4444444444444444,3
1,0,6,5,1,0,114.0,0,0,0,3,3,110.2,1,1,1,0,20,0,0,6,8,5,12.2,0,0,6,7,5,12.2,0,Dropout,0.8333333333333334,1.3333333333333333,1.525,0.8333333333333334,1.1666666666666667,1.7428571428571427,0.0,0.21785714285714275,0
1,2,1,3,0,1,140.0,0,2,2,1,1,155.7,1,1,1,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,Dropout,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3
1,2,1,2,1,1,160.0,0,2,2,2,1,180.4,0,1,1,0,24,0,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,Dropout,0.5,1.4166666666666667,0.7156862745098039,0.8333333333333334,1.1666666666666667,0.9500000000000001,0.33333333333333337,0.23431372549019613,1
1,0,1,3,1,0,120.0,0,0,0,2,2,125.5,0,1,1,0,18,0,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,Enrolled,1.0,1.2,2.0,0.6,1.6,1.4166666666666667,-0.4,-0.5833333333333333,0
0,2,1,5,0,0,130.0,0,0,0,3,3,110.0,1,1,0,0,33,0,0,6,7,6,11.0,0,0,6,11,5,11.0,0,Graduate,1.0,1.1666666666666667,1.5714285714285714,0.8333333333333334,1.8333333333333333,1.0,-0.16666666666666663,-0.5714285714285714,3
1,3,1,4,1,0,160.0,0,0,0,3,3,161.0,1,1,0,1,22,0,0,8,8,7,13.08,0,0,8,8,7,13.08,0,Graduate,0.875,1.0,1.635,0.875,1.0,1.635,0.0,0.0,1
1,2,1,1,1,0,120.0,0,1,0,2,2,100.0,0,1,0,1,25,0,0,5,7,4,10.5,0,0,5,7,5,11.6,0,Graduate,0.8,1.4,1.5,1.0,1.4,1.657142857142857,0.19999999999999996,0.15714285714285703,2
1,0,1,1,1,0,124.0,0,0,0,2,0,117.6,1,1,1,0,20,0,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,Graduate,1.0,1.5,1.1851851851851851,0.8333333333333334,1.0,1.8666666666666665,-0.16666666666666663,0.6814814814814814,0
1,0,6,3,1,0,143.0,0,0,0,3,3,128.7,1,1,1,0,23,0,0,5,6,4,14.0,0,0,5,5,5,13.8,0,Enrolled,0.8,1.2,2.3333333333333335,1.0,1.0,2.7600000000000002,0.19999999999999996,0.42666666666666675,1
1,3,2,0,1,0,115.0,0,0,0,3,3,112.2,1,1,1,0,18,0,0,5,9,2,10.0,0,0,5,9,0,0.0,0,Enrolled,0.4,1.8,1.1111111111111112,0.0,1.8,0.0,-0.4,-1.1111111111111112,0
1,2,1,4,1,0,133.1,0,1,1,2,4,100.8,0,1,1,0,24,0,0,7,18,0,0.0,0,0,7,7,0,0.0,0,Dropout,0.0,2.5714285714285716,0.0,0.0,1.0,0.0,0.0,0.0,1
1,0,2,1,1,0,133.1,0,0,1,3,3,105.0,1,0,0,0,21,1,0,6,6,6,14.0,0,0,6,6,6,13.5,0,Graduate,1.0,1.0,2.3333333333333335,1.0,1.0,2.25,0.0,-0.08333333333333348,1
1,4,1,2,1,0,133.1,0,1,1,2,2,100.0,0,1,0,0,26,1,0,6,7,2,12.0,1,0,6,6,0,0.0,0,Dropout,0.3333333333333333,1.1666666666666667,1.7142857142857142,0.0,1.0,0.0,-0.3333333333333333,-1.7142857142857142,2
0,2,1,5,1,0,133.1,0,0,4,0,0,115.5,0,1,0,0,39,0,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,Dropout,0.5,2.0,1.0555555555555556,0.0,2.3333333333333335,0.0,-0.5,-1.0555555555555556,3
0,2,1,5,0,0,133.1,0,0,0,3,3,114.0,0,1,0,0,44,0,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,Graduate,1.0,1.375,1.0795454545454546,1.0,1.1666666666666667,1.761904761904762,0.0,0.6823593073593075,3
1,4,1,0,1,0,130.0,0,0,2,3,1,137.0,1,1,1,0,19,1,0,5,9,5,14.0,0,0,5,11,3,13.25,0,Enrolled,1.0,1.8,1.5555555555555556,0.6,2.2,1.2045454545454546,-0.4,-0.351010101010101,0
1,0,5,1,1,0,135.0,0,0,1,2,2,124.9,1,1,0,0,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,Graduate,1.0,1.0,2.2777777777777777,1.0,1.0,2.2222222222222223,0.0,-0.05555555555555536,0
1,0,5,4,1,0,132.0,0,0,0,3,3,120.3,1,1,0,1,18,0,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,Graduate,1.0,1.0,1.9642857142857142,1.0,1.125,1.6086419753086423,0.0,-0.3556437389770719,0
1,0,1,2,1,0,135.0,0,1,2,3,1,134.3,1,1,0,0,19,0,0,5,7,5,14.2,2,0,5,7,5,13.8,0,Enrolled,1.0,1.4,2.0285714285714285,1.0,1.4,1.9714285714285715,0.0,-0.05714285714285694,0
1,0,4,4,1,0,115.0,0,2,2,1,1,111.5,1,0,0,0,19,0,0,7,10,4,11.96,0,0,7,7,0,0.0,0,Dropout,0.5714285714285714,1.4285714285714286,1.1960000000000002,0.0,1.0,0.0,-0.5714285714285714,-1.1960000000000002,0
1,2,1,2,1,1,130.0,0,0,0,3,3,128.8,0,1,0,0,21,0,7,10,12,8,12.875,0,4,9,14,5,13.4,0,Dropout,0.8,1.2,1.0729166666666667,0.5555555555555556,1.5555555555555556,0.9571428571428572,-0.24444444444444446,-0.11577380952380956,1
1,0,4,1,1,0,133.1,0,1,1,3,4,110.0,1,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,2,1,5,0,0,130.0,0,0,0,3,2,113.5,1,1,0,0,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0,2,1,2,1,0,133.1,0,0,0,3,3,160.0,0,1,0,0,43,0,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,Graduate,1.0,1.0555555555555556,0.7700831024930747,1.0,1.0769230769230769,1.0164835164835164,0.0,0.24640041399044177,3
